"uf","regiao","ano","idade","Óbitos descons. durante a gravidez, parto ou aborto   (exceto externos)","Óbitos descons. durante o puerpério, até 42 dias   (exceto externos)","Óbitos descons. durante o puerpério, de 43 dias a menos de 1 ano   (exceto externos)","Óbitos descons. período inconsistente   (exceto externos)","Óbitos descons. durante a gravidez, parto ou aborto   (externos)","Óbitos descons. durante o puerpério, até 42 dias   (externos)","Óbitos descons. durante o puerpério, de 43 dias a menos de 1 ano   (externos)","Óbitos descons. período inconsistente   (externos)"
"RN","Nordeste","2010",49,0,0,1,0,0,0,0,0
"RN","Nordeste","2010",50,1,0,1,0,0,0,1,0
"RN","Nordeste","2010",51,0,0,2,0,0,0,0,0
"RN","Nordeste","2010",52,0,0,3,0,0,0,0,0
"RN","Nordeste","2010",53,1,0,1,0,0,0,0,0
"RN","Nordeste","2010",54,0,0,2,0,0,0,0,0
"RN","Nordeste","2010",55,0,0,1,0,0,0,0,0
"RN","Nordeste","2010",56,1,0,0,0,0,0,0,0
"RN","Nordeste","2010",57,0,0,1,0,0,0,0,0
"RN","Nordeste","2010",58,0,0,1,0,0,0,0,0
"RN","Nordeste","2010",59,0,0,2,0,0,0,0,0
"RN","Nordeste","2010",60,1,0,1,0,0,0,0,0
"RN","Nordeste","2010",62,2,0,1,0,0,0,0,0
"RN","Nordeste","2010",63,0,0,1,0,0,0,0,0
"RN","Nordeste","2010",65,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",17,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",18,0,0,0,0,0,0,0,1
"RN","Nordeste","2011",20,0,1,0,0,0,0,0,0
"RN","Nordeste","2011",22,1,0,3,0,1,0,0,0
"RN","Nordeste","2011",24,1,0,0,0,0,0,0,0
"RN","Nordeste","2011",26,1,0,1,0,0,0,0,0
"RN","Nordeste","2011",31,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",32,0,1,1,0,0,0,0,0
"RN","Nordeste","2011",33,1,0,0,0,0,0,0,0
"RN","Nordeste","2011",35,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",39,2,0,0,0,0,0,0,0
"RN","Nordeste","2011",47,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",50,1,0,2,0,0,0,0,0
"RN","Nordeste","2011",51,1,0,0,0,0,0,0,0
"RN","Nordeste","2011",52,0,0,2,0,0,0,0,0
"RN","Nordeste","2011",53,1,0,1,0,0,0,0,0
"RN","Nordeste","2011",60,1,0,1,0,0,0,0,0
"RN","Nordeste","2011",61,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",63,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",64,0,0,1,0,0,0,0,0
"RN","Nordeste","2011",65,0,0,2,0,0,0,0,0
"RN","Nordeste","2012",0,0,2,0,0,0,0,0,0
"RN","Nordeste","2012",17,0,0,1,0,0,0,0,0
"RN","Nordeste","2012",19,0,0,0,0,1,0,0,0
"RN","Nordeste","2012",21,0,0,1,0,0,0,0,0
"RN","Nordeste","2012",22,0,0,1,0,0,0,0,0
"RN","Nordeste","2012",29,0,0,1,0,0,0,0,0
"RN","Nordeste","2012",31,1,0,0,0,0,0,0,0
"RN","Nordeste","2012",32,0,0,1,0,0,0,0,0
"RN","Nordeste","2012",33,1,0,0,0,0,0,0,0
"RN","Nordeste","2012",34,0,0,0,0,0,0,1,0
"RN","Nordeste","2012",38,0,0,1,0,0,0,0,0
"RN","Nordeste","2012",40,1,0,1,0,0,0,0,0
"RN","Nordeste","2012",47,1,0,0,0,0,0,0,0
"RN","Nordeste","2012",55,1,0,0,0,0,0,0,0
"RN","Nordeste","2012",58,1,0,0,0,0,0,0,0
"RN","Nordeste","2013",0,1,2,0,0,0,0,0,0
"RN","Nordeste","2013",22,1,0,0,0,0,0,0,0
"RN","Nordeste","2013",23,0,0,0,0,0,1,0,0
"RN","Nordeste","2013",24,0,0,0,0,1,0,0,0
"RN","Nordeste","2013",29,0,0,0,0,1,0,0,0
"RN","Nordeste","2013",32,0,0,0,0,1,0,0,0
"RN","Nordeste","2013",33,0,0,1,0,0,0,0,0
"RN","Nordeste","2013",37,1,0,0,0,0,0,0,0
"RN","Nordeste","2013",41,0,1,0,0,0,0,0,0
"RN","Nordeste","2013",50,2,0,0,0,0,0,0,0
"RN","Nordeste","2013",56,1,0,0,0,0,0,0,0
"RN","Nordeste","2014",0,0,1,0,0,0,0,0,0
"RN","Nordeste","2014",22,0,0,1,0,0,0,0,0
"RN","Nordeste","2014",23,0,0,0,0,0,0,1,0
"RN","Nordeste","2014",26,0,0,0,0,2,0,0,0
"RN","Nordeste","2014",28,0,0,1,0,0,0,0,0
"RN","Nordeste","2014",31,0,0,0,0,1,0,0,0
"RN","Nordeste","2014",33,0,0,1,0,0,0,0,0
"RN","Nordeste","2014",34,0,0,0,0,0,0,1,0
"RN","Nordeste","2014",37,1,0,0,0,0,0,0,0
"RN","Nordeste","2014",40,0,0,1,0,0,0,0,0
"RN","Nordeste","2014",42,0,0,0,0,0,1,0,0
"RN","Nordeste","2014",46,0,1,0,0,0,0,0,0
"RN","Nordeste","2014",51,1,0,0,0,0,0,0,0
"RN","Nordeste","2014",53,0,0,1,0,0,0,0,0
"RN","Nordeste","2015",22,0,0,0,0,0,0,1,0
"RN","Nordeste","2015",27,0,0,1,0,1,0,0,0
"RN","Nordeste","2015",32,0,0,0,0,0,0,1,0
"RN","Nordeste","2015",34,0,0,0,0,0,1,0,0
"RN","Nordeste","2015",35,0,0,0,0,0,0,1,0
"RN","Nordeste","2015",36,1,0,0,0,1,0,1,0
"RN","Nordeste","2015",41,1,0,0,0,0,0,0,0
"RN","Nordeste","2015",46,2,0,0,0,1,0,0,0
"RN","Nordeste","2015",47,0,0,1,0,0,0,0,0
"RN","Nordeste","2015",63,1,0,0,0,0,0,0,0
"RN","Nordeste","2016",16,3,0,0,0,0,0,0,0
"RN","Nordeste","2016",17,0,0,0,0,2,0,0,0
"RN","Nordeste","2016",18,0,0,0,0,1,0,1,0
"RN","Nordeste","2016",19,1,0,0,0,0,0,0,0
"RN","Nordeste","2016",20,0,0,0,0,0,0,1,0
"RN","Nordeste","2016",21,0,0,0,0,1,0,0,0
"RN","Nordeste","2016",22,0,1,0,0,0,0,0,0
"RN","Nordeste","2016",23,0,0,1,0,0,0,0,0
"RN","Nordeste","2016",24,0,0,0,0,0,0,1,0
"RN","Nordeste","2016",26,0,0,0,0,0,0,1,0
"RN","Nordeste","2016",27,0,0,0,0,0,0,1,0
"RN","Nordeste","2016",28,1,0,0,0,0,0,0,0
"RN","Nordeste","2016",35,0,0,1,0,0,0,0,0
"RN","Nordeste","2016",37,0,0,1,0,1,0,1,0
"RN","Nordeste","2016",38,0,0,0,0,2,0,0,0
"RN","Nordeste","2016",48,1,0,0,0,0,0,0,0
"RN","Nordeste","2016",50,1,0,0,0,0,0,0,0
"RN","Nordeste","2016",51,0,1,0,0,0,0,0,0
"RN","Nordeste","2016",54,1,0,0,0,0,0,0,0
"RN","Nordeste","2016",57,2,0,0,0,0,0,0,0
"RN","Nordeste","2016",64,1,0,0,0,0,0,0,0
"RN","Nordeste","2017",0,0,1,1,0,0,0,0,0
"RN","Nordeste","2017",15,0,0,0,0,1,0,1,0
"RN","Nordeste","2017",20,0,0,0,0,1,0,1,0
"RN","Nordeste","2017",22,0,0,0,0,0,0,1,0
"RN","Nordeste","2017",23,0,0,0,0,0,0,1,0
"RN","Nordeste","2017",24,0,0,0,0,1,1,0,0
"RN","Nordeste","2017",25,0,0,0,0,1,0,0,0
"RN","Nordeste","2017",26,0,0,0,0,1,0,0,0
"RN","Nordeste","2017",27,1,0,0,0,1,0,2,0
"RN","Nordeste","2017",29,0,0,1,0,0,0,0,0
"RN","Nordeste","2017",32,0,0,0,0,1,0,0,0
"RN","Nordeste","2017",34,1,0,0,0,0,0,1,0
"RN","Nordeste","2017",37,0,0,1,0,0,0,0,0
"RN","Nordeste","2017",51,1,0,0,0,0,0,0,0
"RN","Nordeste","2017",54,2,0,0,0,0,0,0,0
"RN","Nordeste","2018",0,0,1,0,0,0,0,0,0
"RN","Nordeste","2018",17,0,0,0,0,1,0,0,0
"RN","Nordeste","2018",18,0,0,1,0,1,0,0,0
"RN","Nordeste","2018",19,0,0,1,0,1,0,0,0
"RN","Nordeste","2018",21,0,1,0,0,0,0,0,0
"RN","Nordeste","2018",22,0,0,1,0,0,0,0,0
"RN","Nordeste","2018",23,0,0,0,0,1,1,0,0
"RN","Nordeste","2018",24,0,0,1,0,0,0,0,0
"RN","Nordeste","2018",30,0,1,0,0,1,0,0,0
"RN","Nordeste","2018",32,0,1,0,0,0,0,0,0
"RN","Nordeste","2018",38,0,0,1,0,0,0,0,0
"RN","Nordeste","2018",39,0,0,0,0,1,0,0,0
"RN","Nordeste","2018",41,0,0,0,0,2,1,0,0
"RN","Nordeste","2018",47,0,0,1,0,0,0,0,0
"RN","Nordeste","2018",51,1,0,0,0,0,0,0,0
"RN","Nordeste","2018",54,1,0,0,0,0,0,0,0
"RN","Nordeste","2018",61,1,0,0,0,0,0,0,0
"RN","Nordeste","2019",20,0,0,0,0,1,1,0,0
"RN","Nordeste","2019",22,0,0,0,0,1,0,0,0
"RN","Nordeste","2019",23,0,0,0,0,1,0,0,0
"RN","Nordeste","2019",26,0,0,2,0,0,0,0,0
"RN","Nordeste","2019",30,0,0,0,0,1,0,0,0
"RN","Nordeste","2019",31,0,0,0,0,1,0,0,0
"RN","Nordeste","2019",33,1,0,1,0,0,0,0,0
"RN","Nordeste","2019",38,0,0,0,0,1,0,0,0
"RN","Nordeste","2019",41,0,0,1,0,0,0,0,0
"RN","Nordeste","2019",47,1,0,0,0,0,0,0,0
"RN","Nordeste","2019",57,1,0,0,0,0,0,0,0
"RN","Nordeste","2019",61,1,0,0,0,0,0,0,0
"RN","Nordeste","2020",0,0,1,0,0,0,0,0,0
"RN","Nordeste","2020",18,0,0,0,0,1,0,0,0
"RN","Nordeste","2020",21,0,0,0,0,0,0,1,0
"RN","Nordeste","2020",22,0,0,1,0,0,0,0,0
"RN","Nordeste","2020",24,1,0,1,0,0,0,0,0
"RN","Nordeste","2020",28,0,0,1,0,0,0,0,0
"RN","Nordeste","2020",31,0,0,0,0,1,0,0,0
"RN","Nordeste","2020",33,0,0,0,0,0,0,1,0
"RN","Nordeste","2020",38,0,0,2,0,0,0,0,0
"RN","Nordeste","2020",41,1,0,0,0,0,0,0,0
"RN","Nordeste","2020",52,1,0,0,0,0,0,0,0
"RN","Nordeste","2020",53,1,0,0,0,0,0,0,0
"RN","Nordeste","2020",54,1,0,0,0,0,0,0,0
"RN","Nordeste","2020",55,1,0,0,0,0,0,0,0
"RN","Nordeste","2020",59,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",21,0,0,0,0,0,0,1,0
"RN","Nordeste","2021",22,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",24,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",28,0,0,0,0,1,0,0,0
"RN","Nordeste","2021",30,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",32,1,0,0,0,0,0,0,0
"RN","Nordeste","2021",33,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",37,1,0,0,0,0,0,0,0
"RN","Nordeste","2021",40,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",41,1,0,0,0,0,0,0,0
"RN","Nordeste","2021",42,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",43,1,0,0,0,0,0,0,0
"RN","Nordeste","2021",44,0,0,1,0,0,0,0,0
"RN","Nordeste","2021",47,1,0,0,0,0,0,0,0
"RN","Nordeste","2021",50,1,0,0,0,0,0,0,0
"RN","Nordeste","2021",59,1,0,0,0,0,0,0,0
"RN","Nordeste","2022",17,0,0,1,0,0,0,0,0
"RN","Nordeste","2022",20,0,0,1,0,0,0,0,0
"RN","Nordeste","2022",21,0,0,0,0,0,0,1,0
"RN","Nordeste","2022",22,0,0,2,0,0,0,0,0
"RN","Nordeste","2022",25,0,0,1,0,0,0,0,0
"RN","Nordeste","2022",29,0,0,1,0,0,0,0,0
"RN","Nordeste","2022",37,1,0,0,0,0,0,0,0
"RN","Nordeste","2022",51,1,0,0,0,0,0,0,0
"RN","Nordeste","2022",53,1,0,0,0,0,0,0,0
"RN","Nordeste","2022",62,1,0,0,0,0,0,0,0
"RN","Nordeste","2022",65,1,0,0,0,0,0,0,0
"RO","Norte","1996",15,1,0,0,0,0,0,0,0
"RO","Norte","1996",16,0,0,0,0,1,0,0,0
"RO","Norte","1996",18,1,0,0,0,1,0,0,0
"RO","Norte","1996",19,1,0,0,0,0,0,0,0
"RO","Norte","1996",20,1,0,0,0,0,0,0,0
"RO","Norte","1996",22,0,0,0,0,1,0,0,0
"RO","Norte","1996",23,0,0,0,0,1,0,0,0
"RO","Norte","1996",31,0,0,0,0,1,0,0,0
"RO","Norte","1996",34,1,0,0,0,0,0,0,0
"RO","Norte","1996",35,1,0,0,0,0,0,0,0
"RO","Norte","1996",36,1,0,0,0,0,0,0,0
"RO","Norte","1996",38,1,0,0,0,0,0,0,0
"RO","Norte","1996",41,0,0,0,0,1,0,0,0
"RO","Norte","1996",42,1,0,0,0,0,0,0,0
"RO","Norte","1997",14,0,0,0,0,1,0,0,0
"RO","Norte","1997",20,1,0,0,0,0,0,0,0
"RO","Norte","1997",26,0,0,0,0,2,0,0,0
"RO","Norte","1997",27,1,0,0,0,2,0,0,0
"RO","Norte","1997",31,1,0,0,0,0,0,0,0
"RO","Norte","1997",32,0,0,0,0,2,0,0,0
"RO","Norte","1997",33,1,0,0,0,0,0,0,0
"RO","Norte","1997",34,1,0,0,0,0,0,0,0
"RO","Norte","1997",38,1,0,0,0,0,0,0,0
"RO","Norte","1997",40,1,0,0,0,0,0,0,0
"RO","Norte","1998",14,0,0,0,0,1,0,0,0
"RO","Norte","1998",36,1,0,0,0,0,0,0,0
"RO","Norte","1998",43,1,0,0,0,0,0,0,0
"RO","Norte","1999",16,0,0,0,0,1,0,0,0
"RO","Norte","1999",26,0,0,0,0,1,0,0,0
"RO","Norte","2000",22,1,0,0,0,0,0,0,0
"RO","Norte","2001",13,0,0,1,0,0,0,0,0
"RO","Norte","2001",18,0,0,1,0,0,0,0,0
"RO","Norte","2001",21,1,0,0,0,0,0,0,0
"RO","Norte","2001",25,1,0,0,0,0,0,0,0
"RO","Norte","2001",30,1,0,0,0,0,0,0,0
"RO","Norte","2001",33,0,0,0,0,0,0,1,0
"RO","Norte","2002",13,0,0,0,0,1,0,0,0
"RO","Norte","2002",17,0,0,1,0,0,0,1,0
"RO","Norte","2002",20,0,0,0,0,0,0,0,1
"RO","Norte","2002",21,1,0,0,0,0,0,0,0
"RO","Norte","2002",22,1,0,0,0,0,0,0,0
"RO","Norte","2002",23,0,1,0,0,0,0,0,0
"RO","Norte","2002",26,0,0,0,0,0,0,1,0
"RO","Norte","2002",28,0,0,1,0,0,0,0,0
"RO","Norte","2002",30,0,0,1,0,0,0,0,0
"RO","Norte","2002",33,0,0,0,0,0,1,0,0
"RO","Norte","2002",35,0,0,0,0,0,0,1,0
"RO","Norte","2002",36,0,0,0,0,0,0,1,0
"RO","Norte","2002",42,1,0,0,0,0,0,0,0
"RO","Norte","2002",45,1,0,0,0,0,0,0,0
"RO","Norte","2003",20,0,0,0,0,1,0,0,0
"RO","Norte","2003",21,0,1,0,0,0,0,0,0
"RO","Norte","2003",28,0,1,0,1,0,0,0,0
"RO","Norte","2003",35,0,0,1,0,0,0,0,0
"RO","Norte","2003",37,0,0,2,0,0,0,0,0
"RO","Norte","2003",45,0,0,1,0,0,0,0,0
"RO","Norte","2003",48,0,0,2,0,0,0,0,0
"RO","Norte","2004",15,0,0,0,1,0,0,0,0
"RO","Norte","2004",21,0,1,0,0,0,0,0,0
"RO","Norte","2004",29,2,0,0,0,0,0,0,0
"RO","Norte","2004",31,0,1,0,0,0,0,0,0
"RO","Norte","2004",37,0,0,1,0,0,0,0,0
"RO","Norte","2004",38,0,0,0,0,0,0,1,0
"RO","Norte","2004",39,0,0,1,0,0,0,0,0
"RO","Norte","2004",42,1,1,0,0,0,0,0,0
"RO","Norte","2005",22,1,0,0,0,0,0,0,0
"RO","Norte","2005",31,0,0,1,0,0,0,1,0
"RO","Norte","2006",15,0,1,0,0,0,0,0,0
"RO","Norte","2006",20,0,1,0,0,0,0,0,0
"RO","Norte","2006",21,0,0,0,0,0,0,1,0
"RO","Norte","2006",22,0,1,0,0,0,0,0,0
"RO","Norte","2006",23,0,0,0,1,0,0,0,0
"RO","Norte","2006",25,0,0,0,1,0,0,0,0
"RO","Norte","2006",26,0,0,1,0,0,0,0,0
"RO","Norte","2006",31,1,0,0,0,0,0,0,0
"RO","Norte","2006",39,0,0,1,0,0,0,0,0
"RO","Norte","2006",42,0,0,1,0,0,0,0,0
"RO","Norte","2006",45,0,1,0,0,0,0,0,0
"RO","Norte","2006",46,0,0,1,0,0,0,0,0
"RO","Norte","2006",52,0,0,1,0,0,0,0,0
"RO","Norte","2006",54,0,0,1,0,0,0,0,0
"RO","Norte","2006",55,0,0,1,0,0,0,0,0
"RO","Norte","2006",57,0,0,1,0,0,0,0,0
"RO","Norte","2006",59,1,0,0,0,0,0,0,0
"RO","Norte","2006",60,0,0,1,0,0,0,0,0
"RO","Norte","2006",64,1,0,0,0,0,0,0,0
"RO","Norte","2006",65,0,0,1,0,0,0,0,0
"RO","Norte","2007",18,0,1,0,0,0,0,0,0
"RO","Norte","2007",21,0,0,0,0,1,0,0,0
"RO","Norte","2007",22,1,0,0,0,0,0,0,0
"RO","Norte","2007",24,0,0,1,0,0,0,0,0
"RO","Norte","2007",25,0,0,0,1,1,0,0,0
"RO","Norte","2007",27,1,0,0,0,0,0,0,0
"RO","Norte","2007",45,1,0,0,0,0,0,0,0
"RO","Norte","2007",47,1,0,0,0,0,0,0,0
"RO","Norte","2007",52,0,0,1,0,0,0,0,0
"RO","Norte","2007",58,0,1,0,0,0,0,0,0
"RO","Norte","2007",59,0,0,1,0,0,0,0,0
"RO","Norte","2007",63,1,0,1,0,0,0,0,0
"RO","Norte","2008",19,1,0,0,0,0,0,0,0
"RO","Norte","2008",20,0,0,0,0,1,0,1,0
"RO","Norte","2008",26,1,0,0,0,0,0,0,0
"RO","Norte","2008",28,0,0,0,0,1,0,0,0
"RO","Norte","2008",33,0,1,0,0,0,0,0,0
"RO","Norte","2008",34,0,0,0,0,0,0,0,1
"RO","Norte","2008",35,1,0,0,0,0,0,1,0
"RO","Norte","2008",37,0,0,1,0,0,0,0,0
"RO","Norte","2008",39,1,0,0,0,0,0,0,0
"RO","Norte","2008",42,0,1,0,0,0,0,0,0
"RO","Norte","2008",48,0,0,1,0,0,0,0,0
"RO","Norte","2008",49,0,0,1,0,0,0,0,0
"RO","Norte","2008",51,0,0,1,0,0,0,0,0
"RO","Norte","2008",53,1,0,1,0,0,0,0,0
"RO","Norte","2008",54,0,0,1,0,0,0,0,0
"RO","Norte","2008",55,1,0,1,0,0,0,0,0
"RO","Norte","2009",15,0,0,0,0,1,0,0,0
"RO","Norte","2009",16,1,0,0,0,0,0,0,0
"RO","Norte","2009",17,1,0,0,0,1,0,0,0
"RO","Norte","2009",18,0,0,0,0,1,0,0,0
"RO","Norte","2009",19,0,0,0,0,1,0,0,0
"RO","Norte","2009",20,0,0,0,0,1,0,0,0
"RO","Norte","2009",22,0,0,1,0,0,0,0,0
"RO","Norte","2009",23,0,0,0,0,2,0,0,0
"RO","Norte","2009",24,0,1,0,0,0,0,0,0
"RO","Norte","2009",25,0,0,0,0,2,0,0,0
"RO","Norte","2009",26,0,1,1,1,0,0,0,0
"RO","Norte","2009",27,1,1,0,0,0,0,0,0
"RO","Norte","2009",30,1,0,0,0,0,0,0,0
"RO","Norte","2009",31,0,0,1,0,0,0,0,0
"RO","Norte","2009",32,0,0,1,0,0,0,0,0
"RO","Norte","2009",37,0,1,0,0,0,0,0,0
"RO","Norte","2009",39,1,0,0,0,0,0,0,0
"RO","Norte","2009",40,0,0,0,0,0,0,1,0
"RO","Norte","2009",41,0,0,0,0,2,0,0,0
"RO","Norte","2009",42,0,0,0,0,1,0,0,0
"RO","Norte","2009",43,0,0,1,0,0,0,1,0
"RO","Norte","2009",47,1,0,0,0,0,0,0,0
"RO","Norte","2009",48,1,0,0,0,0,0,0,0
"RO","Norte","2009",50,0,1,1,0,0,0,0,0
"RO","Norte","2009",51,0,0,1,0,0,0,0,0
"RO","Norte","2009",52,0,1,2,0,0,0,0,0
"RO","Norte","2009",53,0,0,0,1,0,0,0,0
"RO","Norte","2009",54,0,1,0,0,0,0,0,0
"RO","Norte","2009",55,1,0,0,0,0,0,0,0
"RO","Norte","2009",59,1,0,0,0,0,0,0,0
"RO","Norte","2009",60,1,0,0,0,0,0,0,0
"RO","Norte","2009",64,3,0,0,0,0,0,0,0
"RO","Norte","2010",13,0,0,0,0,1,0,0,0
"RO","Norte","2010",17,1,0,0,0,0,0,0,0
"RO","Norte","2010",19,1,1,0,0,0,0,0,0
"RO","Norte","2010",20,0,0,1,0,0,0,0,0
"RO","Norte","2010",21,0,1,0,0,0,0,0,0
"RO","Norte","2010",22,2,0,0,0,0,0,0,0
"RO","Norte","2010",25,0,2,0,0,1,0,1,0
"RO","Norte","2010",26,1,0,0,0,0,0,0,0
"RO","Norte","2010",28,1,1,0,0,0,0,0,0
"RO","Norte","2010",31,2,0,0,0,0,0,0,0
"RO","Norte","2010",35,1,0,0,0,0,0,0,0
"RO","Norte","2010",39,0,0,1,0,0,0,0,0
"RO","Norte","2010",44,0,0,1,0,0,0,0,0
"RO","Norte","2010",50,0,0,1,0,0,0,0,0
"RO","Norte","2010",52,1,0,0,0,0,0,0,0
"RO","Norte","2010",53,0,0,2,0,0,0,0,0
"RO","Norte","2010",54,1,0,0,0,0,0,0,0
"RO","Norte","2010",55,1,0,1,0,0,0,0,0
"RO","Norte","2010",59,1,0,0,0,0,0,0,0
"RO","Norte","2010",62,1,0,0,0,0,0,0,0
"RO","Norte","2010",64,0,0,1,0,0,0,0,0
"RO","Norte","2010",65,0,0,0,1,0,0,0,0
"RO","Norte","2010",69,0,0,1,0,0,0,0,0
"RO","Norte","2011",0,0,1,0,0,0,0,0,0
"RO","Norte","2011",8,1,0,0,0,0,0,0,0
"RO","Norte","2011",9,1,0,0,0,0,0,0,0
"RO","Norte","2011",19,0,0,0,0,0,0,1,0
"RO","Norte","2011",21,0,0,0,0,0,0,1,0
"RO","Norte","2011",24,0,0,0,0,0,0,1,0
"RO","Norte","2011",26,0,0,1,0,1,0,0,0
"RO","Norte","2011",27,1,0,0,0,0,0,0,0
"RO","Norte","2011",28,1,0,0,0,1,0,0,0
"RO","Norte","2011",29,0,0,0,0,0,1,0,0
"RO","Norte","2011",31,1,0,0,0,0,0,0,0
"RO","Norte","2011",33,0,1,0,0,0,0,0,0
"RO","Norte","2011",38,0,0,1,0,1,0,0,0
"RO","Norte","2011",39,0,0,1,0,0,0,0,0
"RO","Norte","2011",45,0,0,1,0,0,0,0,0
"RO","Norte","2011",47,1,0,1,0,0,0,0,0
"RO","Norte","2011",53,1,0,0,0,0,0,0,0
"RO","Norte","2011",54,1,0,0,0,0,0,0,0
"RO","Norte","2011",58,1,0,0,0,0,0,0,0
"RO","Norte","2011",59,1,0,0,0,0,0,0,0
"RO","Norte","2011",63,0,0,1,0,0,0,0,0
"RO","Norte","2011",64,1,0,0,0,0,0,0,0
"RO","Norte","2012",0,2,0,0,0,0,0,0,0
"RO","Norte","2012",16,0,0,0,0,1,0,0,0
"RO","Norte","2012",22,0,0,0,0,0,0,1,0
"RO","Norte","2012",30,0,0,1,0,0,0,0,0
"RO","Norte","2012",31,1,0,0,0,0,0,0,0
"RO","Norte","2012",34,0,1,0,0,0,0,0,0
"RO","Norte","2012",35,1,0,0,0,0,0,1,0
"RO","Norte","2012",36,1,0,1,0,0,0,0,0
"RO","Norte","2012",50,0,0,1,0,0,0,0,0
"RO","Norte","2012",51,1,0,0,0,0,0,0,0
"RO","Norte","2012",63,1,0,0,0,0,0,0,0
"RO","Norte","2013",18,0,1,0,0,0,0,0,0
"RO","Norte","2013",19,0,0,1,0,0,0,0,0
"RO","Norte","2013",20,0,0,1,0,0,0,0,0
"RO","Norte","2013",23,0,0,1,0,0,0,0,0
"RO","Norte","2013",24,0,1,2,0,0,0,0,0
"RO","Norte","2013",29,0,0,0,0,0,0,1,0
"RO","Norte","2013",37,0,0,1,0,0,0,0,0
"RO","Norte","2013",41,0,0,0,0,1,0,0,0
"RO","Norte","2013",59,2,0,0,0,0,0,0,0
"RO","Norte","2014",14,0,0,0,0,0,0,1,0
"RO","Norte","2014",16,1,0,0,0,0,0,0,0
"RO","Norte","2014",17,0,0,0,0,1,0,0,0
"RO","Norte","2014",18,0,0,0,0,1,0,0,0
"RO","Norte","2014",20,0,0,0,0,1,0,0,0
"RO","Norte","2014",21,1,0,0,0,0,0,0,0
"RO","Norte","2014",25,0,0,0,0,0,0,1,0
"RO","Norte","2014",26,0,0,1,0,0,0,0,0
"RO","Norte","2014",27,0,0,1,0,0,0,0,0
"RO","Norte","2014",32,2,0,0,0,0,0,0,0
"RO","Norte","2014",35,0,0,0,0,1,0,0,0
"RO","Norte","2014",36,1,0,0,0,0,0,0,0
"RO","Norte","2014",42,0,1,0,0,0,0,0,0
"RO","Norte","2014",46,1,0,0,0,0,0,0,0
"RO","Norte","2014",64,1,0,0,0,0,0,0,0
"RO","Norte","2015",16,0,0,1,0,0,0,0,0
"RO","Norte","2015",18,0,0,0,0,1,0,0,0
"RO","Norte","2015",20,0,0,2,0,1,0,0,0
"RO","Norte","2015",22,1,0,0,0,0,0,0,0
"RO","Norte","2015",23,1,0,0,0,0,0,0,0
"RO","Norte","2015",25,0,1,0,0,0,0,0,0
"RO","Norte","2015",27,0,0,1,0,0,0,0,0
"RO","Norte","2015",28,0,0,1,0,0,0,0,0
"RO","Norte","2015",30,0,0,1,0,0,0,0,0
"RO","Norte","2015",33,0,0,2,0,0,0,0,0
"RO","Norte","2015",34,0,1,0,0,0,0,0,0
"RO","Norte","2015",55,1,0,0,0,0,0,0,0
"RO","Norte","2015",58,1,0,0,0,0,0,0,0
"RO","Norte","2016",0,0,1,1,0,0,0,0,0
"RO","Norte","2016",17,0,0,1,0,0,0,0,0
"RO","Norte","2016",19,0,0,0,0,1,0,0,0
"RO","Norte","2016",20,0,0,1,0,0,0,0,0
"RO","Norte","2016",21,1,0,1,0,1,0,0,0
"RO","Norte","2016",24,0,0,1,0,0,0,0,0
"RO","Norte","2016",25,0,0,0,0,1,0,0,0
"RO","Norte","2016",27,1,0,0,0,0,0,0,0
"RO","Norte","2016",28,0,0,1,0,0,0,0,0
"RO","Norte","2016",32,0,1,0,0,0,0,0,0
"RO","Norte","2016",33,0,0,1,0,0,0,0,0
"RO","Norte","2016",40,1,0,0,0,0,0,0,0
"RO","Norte","2017",0,2,9,1,0,0,0,0,0
"RO","Norte","2017",16,0,0,0,0,1,0,0,0
"RO","Norte","2017",20,0,0,1,0,1,0,0,0
"RO","Norte","2017",24,0,0,0,0,1,0,0,0
"RO","Norte","2017",26,0,0,1,0,0,0,0,0
"RO","Norte","2017",31,0,0,1,0,0,0,0,0
"RO","Norte","2017",33,0,0,1,0,0,0,0,0
"RO","Norte","2017",34,0,0,0,0,0,0,1,0
"RO","Norte","2017",46,0,0,1,0,0,0,0,0
"RO","Norte","2017",47,0,0,1,0,0,0,0,0
"RO","Norte","2018",0,1,2,0,0,0,0,0,0
"RO","Norte","2018",20,0,0,0,0,1,0,0,0
"RO","Norte","2018",22,0,0,0,0,1,0,0,0
"RO","Norte","2018",28,0,0,1,0,0,0,0,0
"RO","Norte","2018",40,0,0,1,0,0,0,0,0
